DEGRADED	 PESQMOS	 SUBJMOS	 COND	 SAMPLE_FREQ	 CRUDE_DELAY
 052o020m_0.40731_441o030l_-0.40731.wav	 2.261	 0.000	 0	 8000	0.0000
 052o020m_0.40731_441o030l_-0.40731.wav	 1.826	 0.000	 0	 8000	0.0000
 052o020m_0.40731_441o030l_-0.40731.wav	 2.261	 0.000	 0	 8000	0.0000
 052o020m_0.40731_441o030l_-0.40731.wav	 1.826	 0.000	 0	 8000	0.0000
 052o020m_0.40731_441o030l_-0.40731.wav	 2.261	 0.000	 0	 8000	0.0000
 052o020m_0.40731_441o030l_-0.40731.wav	 1.826	 0.000	 0	 8000	0.0000
 052o020m_0.40731_441o030l_-0.40731.wav	 2.261	 0.000	 0	 8000	0.0000
 052o020m_0.40731_441o030l_-0.40731.wav	 1.826	 0.000	 0	 8000	0.0000
 052a050i_2.4816_445c0211_-2.4816.wav	 1.434	 0.000	 0	 8000	3.9200
 052a050i_2.4816_445c0211_-2.4816.wav	 1.424	 0.000	 0	 8000	4.5440
 052a050i_2.4816_445c0211_-2.4816.wav	 1.476	 0.000	 0	 8000	2.9400
 052a050i_2.4816_445c0211_-2.4816.wav	 1.501	 0.000	 0	 8000	1.3400
 052a050i_2.4816_445c0211_-2.4816.wav	 2.420	 0.000	 0	 8000	0.0000
 052a050i_2.4816_445c0211_-2.4816.wav	 1.467	 0.000	 0	 8000	0.0000
 052a050i_2.4816_445c0211_-2.4816.wav	 2.420	 0.000	 0	 8000	0.0000
 052a050i_2.4816_445c0211_-2.4816.wav	 1.467	 0.000	 0	 8000	0.0000
 052a050i_2.4816_445c0211_-2.4816.wav	 2.420	 0.000	 0	 8000	0.0000
 052a050i_2.4816_445c0211_-2.4816.wav	 1.467	 0.000	 0	 8000	0.0000
 052a050i_2.4816_445c0211_-2.4816.wav	 2.420	 0.000	 0	 8000	0.0000
 052a050i_2.4816_445c0211_-2.4816.wav	 1.467	 0.000	 0	 8000	0.0000
 053c010z_0.70111_422o030x_-0.70111.wav	 1.246	 0.000	 0	 8000	3.9240
 053c010z_0.70111_422o030x_-0.70111.wav	 1.512	 0.000	 0	 8000	5.7560
 445c0206_0.60431_22gc0105_-0.60431.wav	 1.242	 0.000	 0	 8000	3.9880
 053c010z_0.70111_422o030x_-0.70111.wav	 1.261	 0.000	 0	 8000	7.2520
 445c0206_0.60431_22gc0105_-0.60431.wav	 1.395	 0.000	 0	 8000	2.1880
 053c010z_0.70111_422o030x_-0.70111.wav	 1.334	 0.000	 0	 8000	7.3120
 053c010z_0.70111_422o030x_-0.70111.wav	 2.405	 0.000	 0	 8000	0.0000
 053c010z_0.70111_422o030x_-0.70111.wav	 2.072	 0.000	 0	 8000	0.0000
 053c010z_0.70111_422o030x_-0.70111.wav	 2.405	 0.000	 0	 8000	0.0000
 053c010z_0.70111_422o030x_-0.70111.wav	 2.072	 0.000	 0	 8000	0.0000
 053c010z_0.70111_422o030x_-0.70111.wav	 2.405	 0.000	 0	 8000	0.0000
 445c0206_0.60431_22gc0105_-0.60431.wav	 1.380	 0.000	 0	 8000	8.0840
 053c010z_0.70111_422o030x_-0.70111.wav	 2.072	 0.000	 0	 8000	0.0000
 053c010z_0.70111_422o030x_-0.70111.wav	 2.405	 0.000	 0	 8000	0.0000
 053c010z_0.70111_422o030x_-0.70111.wav	 2.072	 0.000	 0	 8000	0.0000
 445c0206_0.60431_22gc0105_-0.60431.wav	 1.315	 0.000	 0	 8000	8.4680
 053o020k_1.3781_22go0111_-1.3781.wav	 1.542	 0.000	 0	 8000	11.6680
 445c0206_0.60431_22gc0105_-0.60431.wav	 1.822	 0.000	 0	 8000	0.0000
 053o020k_1.3781_22go0111_-1.3781.wav	 1.900	 0.000	 0	 8000	11.7440
 445c0206_0.60431_22gc0105_-0.60431.wav	 2.191	 0.000	 0	 8000	0.0000
 445c0206_0.60431_22gc0105_-0.60431.wav	 1.822	 0.000	 0	 8000	0.0000
 053o020k_1.3781_22go0111_-1.3781.wav	 1.246	 0.000	 0	 8000	0.5240
 445c0206_0.60431_22gc0105_-0.60431.wav	 2.191	 0.000	 0	 8000	0.0000
 053o020k_1.3781_22go0111_-1.3781.wav	 1.584	 0.000	 0	 8000	0.7880
 053o020k_1.3781_22go0111_-1.3781.wav	 2.033	 0.000	 0	 8000	0.0000
 445c0206_0.60431_22gc0105_-0.60431.wav	 1.822	 0.000	 0	 8000	0.0000
 053o020k_1.3781_22go0111_-1.3781.wav	 1.604	 0.000	 0	 8000	0.0000
 053o020k_1.3781_22go0111_-1.3781.wav	 2.033	 0.000	 0	 8000	0.0000
 445c0206_0.60431_22gc0105_-0.60431.wav	 2.191	 0.000	 0	 8000	0.0000
 053o020k_1.3781_22go0111_-1.3781.wav	 1.604	 0.000	 0	 8000	0.0000
 053o020k_1.3781_22go0111_-1.3781.wav	 2.033	 0.000	 0	 8000	0.0000
 445c0206_0.60431_22gc0105_-0.60431.wav	 1.822	 0.000	 0	 8000	0.0000
 053o020k_1.3781_22go0111_-1.3781.wav	 1.604	 0.000	 0	 8000	0.0000
 053o020k_1.3781_22go0111_-1.3781.wav	 2.033	 0.000	 0	 8000	0.0000
 445c0206_0.60431_22gc0105_-0.60431.wav	 2.191	 0.000	 0	 8000	0.0000
 053o020k_1.3781_22go0111_-1.3781.wav	 1.604	 0.000	 0	 8000	0.0000
 422o0304_0.13358_052a050o_-0.13358.wav	 2.157	 0.000	 0	 8000	10.7000
 422o0304_0.13358_052a050o_-0.13358.wav	 1.588	 0.000	 0	 8000	10.6520
 422o0304_0.13358_052a050o_-0.13358.wav	 1.716	 0.000	 0	 8000	5.4880
 420c020h_1.1139_442c0203_-1.1139.wav	 1.444	 0.000	 0	 8000	16.3120
 422o0304_0.13358_052a050o_-0.13358.wav	 1.327	 0.000	 0	 8000	3.3520
 422o0304_0.13358_052a050o_-0.13358.wav	 1.898	 0.000	 0	 8000	0.0000
 422o0304_0.13358_052a050o_-0.13358.wav	 2.441	 0.000	 0	 8000	0.0000
 422o0304_0.13358_052a050o_-0.13358.wav	 1.898	 0.000	 0	 8000	0.0000
 422o0304_0.13358_052a050o_-0.13358.wav	 2.441	 0.000	 0	 8000	0.0000
 420c020h_1.1139_442c0203_-1.1139.wav	 1.772	 0.000	 0	 8000	16.1680
 422o0304_0.13358_052a050o_-0.13358.wav	 1.898	 0.000	 0	 8000	0.0000
 422o0304_0.13358_052a050o_-0.13358.wav	 2.441	 0.000	 0	 8000	0.0000
 422o0304_0.13358_052a050o_-0.13358.wav	 1.898	 0.000	 0	 8000	0.0000
 422o0304_0.13358_052a050o_-0.13358.wav	 2.441	 0.000	 0	 8000	0.0000
 442o0306_2.3923_053a0506_-2.3923.wav	 1.535	 0.000	 0	 8000	11.8200
 420c020h_1.1139_442c0203_-1.1139.wav	 1.464	 0.000	 0	 8000	14.1600
 442o0306_2.3923_053a0506_-2.3923.wav	 1.571	 0.000	 0	 8000	12.3800
 442o0306_2.3923_053a0506_-2.3923.wav	 1.324	 0.000	 0	 8000	7.3960
 442o0306_2.3923_053a0506_-2.3923.wav	 1.368	 0.000	 0	 8000	8.1920
 442o0306_2.3923_053a0506_-2.3923.wav	 2.273	 0.000	 0	 8000	0.0000
 442o0306_2.3923_053a0506_-2.3923.wav	 1.570	 0.000	 0	 8000	0.0000
 442o0306_2.3923_053a0506_-2.3923.wav	 2.273	 0.000	 0	 8000	0.0000
 442o0306_2.3923_053a0506_-2.3923.wav	 1.570	 0.000	 0	 8000	0.0000
 420c020h_1.1139_442c0203_-1.1139.wav	 1.661	 0.000	 0	 8000	3.3800
 442o0306_2.3923_053a0506_-2.3923.wav	 2.273	 0.000	 0	 8000	0.0000
 442o0306_2.3923_053a0506_-2.3923.wav	 1.570	 0.000	 0	 8000	0.0000
 442o0306_2.3923_053a0506_-2.3923.wav	 2.273	 0.000	 0	 8000	0.0000
 420c020h_1.1139_442c0203_-1.1139.wav	 2.400	 0.000	 0	 8000	0.0000
 442o0306_2.3923_053a0506_-2.3923.wav	 1.570	 0.000	 0	 8000	0.0000
 22gc010h_2.0104_420c020j_-2.0104.wav	 1.395	 0.000	 0	 8000	1.9800
 22gc010h_2.0104_420c020j_-2.0104.wav	 1.426	 0.000	 0	 8000	1.8160
 22gc010h_2.0104_420c020j_-2.0104.wav	 1.896	 0.000	 0	 8000	15.6560
 22gc010h_2.0104_420c020j_-2.0104.wav	 2.178	 0.000	 0	 8000	14.1440
 22gc010h_2.0104_420c020j_-2.0104.wav	 2.318	 0.000	 0	 8000	0.0000
 22gc010h_2.0104_420c020j_-2.0104.wav	 1.676	 0.000	 0	 8000	0.0000
 22gc010h_2.0104_420c020j_-2.0104.wav	 2.318	 0.000	 0	 8000	0.0000
 deg.wav	 1.811	 0.000	 0	 8000	11.1520
 deg.wav	 1.811	 0.000	 0	 8000	11.1520
 deg.wav	 1.811	 0.000	 0	 8000	11.1520
 deg.wav	 1.811	 0.000	 0	 8000	11.1520
 deg.wav	 1.811	 0.000	 0	 8000	11.1520
 deg.wav	 1.811	 0.000	 0	 8000	11.1520
 
