DEGRADED	 PESQMOS	 SUBJMOS	 COND	 SAMPLE_FREQ	 CRUDE_DELAY
 420c020h_1.1139_442c0203_-1.1139.wav	 1.534	 0.000	 0	 8000	0.0000
 445c0206_0.60431_22gc0105_-0.60431.wav	 1.242	 0.000	 0	 8000	3.9880
 445c0206_0.60431_22gc0105_-0.60431.wav	 1.395	 0.000	 0	 8000	2.1880
 445c0206_0.60431_22gc0105_-0.60431.wav	 1.380	 0.000	 0	 8000	8.0840
 445c0206_0.60431_22gc0105_-0.60431.wav	 1.315	 0.000	 0	 8000	8.4680
 445c0206_0.60431_22gc0105_-0.60431.wav	 1.822	 0.000	 0	 8000	0.0000
 445c0206_0.60431_22gc0105_-0.60431.wav	 2.191	 0.000	 0	 8000	0.0000
 445c0206_0.60431_22gc0105_-0.60431.wav	 1.822	 0.000	 0	 8000	0.0000
 445c0206_0.60431_22gc0105_-0.60431.wav	 2.191	 0.000	 0	 8000	0.0000
 445c0206_0.60431_22gc0105_-0.60431.wav	 1.822	 0.000	 0	 8000	0.0000
 445c0206_0.60431_22gc0105_-0.60431.wav	 2.191	 0.000	 0	 8000	0.0000
 445c0206_0.60431_22gc0105_-0.60431.wav	 1.822	 0.000	 0	 8000	0.0000
 445c0206_0.60431_22gc0105_-0.60431.wav	 2.191	 0.000	 0	 8000	0.0000
 420c020h_1.1139_442c0203_-1.1139.wav	 1.444	 0.000	 0	 8000	16.3120
 420c020h_1.1139_442c0203_-1.1139.wav	 1.772	 0.000	 0	 8000	16.1680
 420c020h_1.1139_442c0203_-1.1139.wav	 1.464	 0.000	 0	 8000	14.1600
 420c020h_1.1139_442c0203_-1.1139.wav	 1.661	 0.000	 0	 8000	3.3800
 420c020h_1.1139_442c0203_-1.1139.wav	 2.400	 0.000	 0	 8000	0.0000
 420c020h_1.1139_442c0203_-1.1139.wav	 1.534	 0.000	 0	 8000	0.0000
 420c020h_1.1139_442c0203_-1.1139.wav	 2.400	 0.000	 0	 8000	0.0000
 420c020h_1.1139_442c0203_-1.1139.wav	 1.534	 0.000	 0	 8000	0.0000
 420c020h_1.1139_442c0203_-1.1139.wav	 2.400	 0.000	 0	 8000	0.0000
 420c020h_1.1139_442c0203_-1.1139.wav	 1.534	 0.000	 0	 8000	0.0000
 420c020h_1.1139_442c0203_-1.1139.wav	 2.400	 0.000	 0	 8000	0.0000
 420c020h_1.1139_442c0203_-1.1139.wav	 1.534	 0.000	 0	 8000	0.0000
 22go0107_0.079969_051c010u_-0.079969.wav	 1.197	 0.000	 0	 8000	7.4520
