REFERENCE	 DEGRADED	 PESQMOS	 PESQMOS	 SUBJMOS	 COND	 SAMPLE_FREQ	 CRUDE_DELAY
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/22go0107_0.079969_051c010u_-0.079969.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s1/22go0107_0.079969_051c010u_-0.079969.wav	 SQValue=1.197	 1.197	 0.000	 0	 8000	7.4520
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/22go0107_0.079969_051c010u_-0.079969.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s1/22go0107_0.079969_051c010u_-0.079969.wav	 SQValue=1.487	 1.487	 0.000	 0	 8000	1.1960
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/22go0107_0.079969_051c010u_-0.079969.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s2/22go0107_0.079969_051c010u_-0.079969.wav	 SQValue=1.258	 1.258	 0.000	 0	 8000	4.6600
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/22go0107_0.079969_051c010u_-0.079969.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s2/22go0107_0.079969_051c010u_-0.079969.wav	 SQValue=1.508	 1.508	 0.000	 0	 8000	5.1920
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/22go0107_0.079969_051c010u_-0.079969.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/22go0107_0.079969_051c010u_-0.079969.wav	 SQValue=2.112	 2.112	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/22go0107_0.079969_051c010u_-0.079969.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/22go0107_0.079969_051c010u_-0.079969.wav	 SQValue=1.809	 1.809	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/22go0107_0.079969_051c010u_-0.079969.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/22go0107_0.079969_051c010u_-0.079969.wav	 SQValue=2.112	 2.112	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/22go0107_0.079969_051c010u_-0.079969.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/22go0107_0.079969_051c010u_-0.079969.wav	 SQValue=1.809	 1.809	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/22go0107_0.079969_051c010u_-0.079969.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/22go0107_0.079969_051c010u_-0.079969.wav	 SQValue=2.112	 2.112	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/22go0107_0.079969_051c010u_-0.079969.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/22go0107_0.079969_051c010u_-0.079969.wav	 SQValue=1.809	 1.809	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/22go0107_0.079969_051c010u_-0.079969.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/22go0107_0.079969_051c010u_-0.079969.wav	 SQValue=2.112	 2.112	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/22go0107_0.079969_051c010u_-0.079969.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/22go0107_0.079969_051c010u_-0.079969.wav	 SQValue=1.809	 1.809	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/444o0314_2.1819_053o020e_-2.1819.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s1/444o0314_2.1819_053o020e_-2.1819.wav	 SQValue=1.524	 1.524	 0.000	 0	 8000	7.0520
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/444o0314_2.1819_053o020e_-2.1819.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s1/444o0314_2.1819_053o020e_-2.1819.wav	 SQValue=1.303	 1.303	 0.000	 0	 8000	2.6080
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/444o0314_2.1819_053o020e_-2.1819.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s2/444o0314_2.1819_053o020e_-2.1819.wav	 SQValue=2.457	 2.457	 0.000	 0	 8000	9.7840
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/444o0314_2.1819_053o020e_-2.1819.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s2/444o0314_2.1819_053o020e_-2.1819.wav	 SQValue=1.930	 1.930	 0.000	 0	 8000	8.9800
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/444o0314_2.1819_053o020e_-2.1819.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/444o0314_2.1819_053o020e_-2.1819.wav	 SQValue=1.968	 1.968	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/444o0314_2.1819_053o020e_-2.1819.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/444o0314_2.1819_053o020e_-2.1819.wav	 SQValue=2.119	 2.119	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/444o0314_2.1819_053o020e_-2.1819.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/444o0314_2.1819_053o020e_-2.1819.wav	 SQValue=1.968	 1.968	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/444o0314_2.1819_053o020e_-2.1819.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/444o0314_2.1819_053o020e_-2.1819.wav	 SQValue=2.119	 2.119	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/444o0314_2.1819_053o020e_-2.1819.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/444o0314_2.1819_053o020e_-2.1819.wav	 SQValue=1.968	 1.968	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/444o0314_2.1819_053o020e_-2.1819.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/444o0314_2.1819_053o020e_-2.1819.wav	 SQValue=2.119	 2.119	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/444o0314_2.1819_053o020e_-2.1819.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/444o0314_2.1819_053o020e_-2.1819.wav	 SQValue=1.968	 1.968	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/444o0314_2.1819_053o020e_-2.1819.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/444o0314_2.1819_053o020e_-2.1819.wav	 SQValue=2.119	 2.119	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/423o0304_1.419_420c020x_-1.419.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s1/423o0304_1.419_420c020x_-1.419.wav	 SQValue=1.477	 1.477	 0.000	 0	 8000	9.4400
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/423o0304_1.419_420c020x_-1.419.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s1/423o0304_1.419_420c020x_-1.419.wav	 SQValue=1.431	 1.431	 0.000	 0	 8000	7.9000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/423o0304_1.419_420c020x_-1.419.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s2/423o0304_1.419_420c020x_-1.419.wav	 SQValue=1.448	 1.448	 0.000	 0	 8000	10.0160
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/423o0304_1.419_420c020x_-1.419.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s2/423o0304_1.419_420c020x_-1.419.wav	 SQValue=2.180	 2.180	 0.000	 0	 8000	19.2000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/423o0304_1.419_420c020x_-1.419.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/423o0304_1.419_420c020x_-1.419.wav	 SQValue=2.549	 2.549	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/423o0304_1.419_420c020x_-1.419.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/423o0304_1.419_420c020x_-1.419.wav	 SQValue=1.614	 1.614	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/423o0304_1.419_420c020x_-1.419.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/423o0304_1.419_420c020x_-1.419.wav	 SQValue=2.549	 2.549	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/423o0304_1.419_420c020x_-1.419.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/423o0304_1.419_420c020x_-1.419.wav	 SQValue=1.614	 1.614	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/423o0304_1.419_420c020x_-1.419.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/423o0304_1.419_420c020x_-1.419.wav	 SQValue=2.549	 2.549	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/423o0304_1.419_420c020x_-1.419.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/423o0304_1.419_420c020x_-1.419.wav	 SQValue=1.614	 1.614	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/423o0304_1.419_420c020x_-1.419.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/423o0304_1.419_420c020x_-1.419.wav	 SQValue=2.549	 2.549	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/423o0304_1.419_420c020x_-1.419.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/423o0304_1.419_420c020x_-1.419.wav	 SQValue=1.614	 1.614	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/423o030b_1.4753_053o0209_-1.4753.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s1/423o030b_1.4753_053o0209_-1.4753.wav	 SQValue=1.452	 1.452	 0.000	 0	 8000	10.4000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/423o030b_1.4753_053o0209_-1.4753.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s1/423o030b_1.4753_053o0209_-1.4753.wav	 SQValue=1.648	 1.648	 0.000	 0	 8000	12.2800
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/423o030b_1.4753_053o0209_-1.4753.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s2/423o030b_1.4753_053o0209_-1.4753.wav	 SQValue=1.286	 1.286	 0.000	 0	 8000	8.2160
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/423o030b_1.4753_053o0209_-1.4753.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s2/423o030b_1.4753_053o0209_-1.4753.wav	 SQValue=1.155	 1.155	 0.000	 0	 8000	7.6240
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/423o030b_1.4753_053o0209_-1.4753.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/423o030b_1.4753_053o0209_-1.4753.wav	 SQValue=2.650	 2.650	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/423o030b_1.4753_053o0209_-1.4753.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/423o030b_1.4753_053o0209_-1.4753.wav	 SQValue=1.782	 1.782	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/423o030b_1.4753_053o0209_-1.4753.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/423o030b_1.4753_053o0209_-1.4753.wav	 SQValue=2.650	 2.650	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/423o030b_1.4753_053o0209_-1.4753.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/423o030b_1.4753_053o0209_-1.4753.wav	 SQValue=1.782	 1.782	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/423o030b_1.4753_053o0209_-1.4753.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/423o030b_1.4753_053o0209_-1.4753.wav	 SQValue=2.650	 2.650	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/423o030b_1.4753_053o0209_-1.4753.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/423o030b_1.4753_053o0209_-1.4753.wav	 SQValue=1.782	 1.782	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/423o030b_1.4753_053o0209_-1.4753.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/423o030b_1.4753_053o0209_-1.4753.wav	 SQValue=2.650	 2.650	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/423o030b_1.4753_053o0209_-1.4753.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/423o030b_1.4753_053o0209_-1.4753.wav	 SQValue=1.782	 1.782	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/441o030o_1.9903_445c020y_-1.9903.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s1/441o030o_1.9903_445c020y_-1.9903.wav	 SQValue=1.067	 1.067	 0.000	 0	 8000	7.5120
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/441o030o_1.9903_445c020y_-1.9903.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s1/441o030o_1.9903_445c020y_-1.9903.wav	 SQValue=1.407	 1.407	 0.000	 0	 8000	7.1120
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/441o030o_1.9903_445c020y_-1.9903.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s2/441o030o_1.9903_445c020y_-1.9903.wav	 SQValue=1.003	 1.003	 0.000	 0	 8000	3.5600
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/441o030o_1.9903_445c020y_-1.9903.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s2/441o030o_1.9903_445c020y_-1.9903.wav	 SQValue=1.388	 1.388	 0.000	 0	 8000	3.4920
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/441o030o_1.9903_445c020y_-1.9903.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/441o030o_1.9903_445c020y_-1.9903.wav	 SQValue=2.523	 2.523	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/441o030o_1.9903_445c020y_-1.9903.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/441o030o_1.9903_445c020y_-1.9903.wav	 SQValue=1.460	 1.460	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/441o030o_1.9903_445c020y_-1.9903.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/441o030o_1.9903_445c020y_-1.9903.wav	 SQValue=2.523	 2.523	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/441o030o_1.9903_445c020y_-1.9903.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/441o030o_1.9903_445c020y_-1.9903.wav	 SQValue=1.460	 1.460	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/441o030o_1.9903_445c020y_-1.9903.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/441o030o_1.9903_445c020y_-1.9903.wav	 SQValue=2.523	 2.523	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/441o030o_1.9903_445c020y_-1.9903.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/441o030o_1.9903_445c020y_-1.9903.wav	 SQValue=1.460	 1.460	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/441o030o_1.9903_445c020y_-1.9903.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/441o030o_1.9903_445c020y_-1.9903.wav	 SQValue=2.523	 2.523	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/441o030o_1.9903_445c020y_-1.9903.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/441o030o_1.9903_445c020y_-1.9903.wav	 SQValue=1.460	 1.460	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/22ga010u_0.43921_443o030l_-0.43921.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s1/22ga010u_0.43921_443o030l_-0.43921.wav	 SQValue=1.221	 1.221	 0.000	 0	 8000	10.2000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/22ga010u_0.43921_443o030l_-0.43921.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s1/22ga010u_0.43921_443o030l_-0.43921.wav	 SQValue=1.670	 1.670	 0.000	 0	 8000	15.8000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/22ga010u_0.43921_443o030l_-0.43921.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s2/22ga010u_0.43921_443o030l_-0.43921.wav	 SQValue=1.351	 1.351	 0.000	 0	 8000	6.3680
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/22ga010u_0.43921_443o030l_-0.43921.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s2/22ga010u_0.43921_443o030l_-0.43921.wav	 SQValue=1.263	 1.263	 0.000	 0	 8000	5.0720
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/22ga010u_0.43921_443o030l_-0.43921.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/22ga010u_0.43921_443o030l_-0.43921.wav	 SQValue=2.187	 2.187	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/22ga010u_0.43921_443o030l_-0.43921.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/22ga010u_0.43921_443o030l_-0.43921.wav	 SQValue=2.329	 2.329	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/22ga010u_0.43921_443o030l_-0.43921.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/22ga010u_0.43921_443o030l_-0.43921.wav	 SQValue=2.187	 2.187	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/22ga010u_0.43921_443o030l_-0.43921.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/22ga010u_0.43921_443o030l_-0.43921.wav	 SQValue=2.329	 2.329	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/22ga010u_0.43921_443o030l_-0.43921.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/22ga010u_0.43921_443o030l_-0.43921.wav	 SQValue=2.187	 2.187	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/22ga010u_0.43921_443o030l_-0.43921.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/22ga010u_0.43921_443o030l_-0.43921.wav	 SQValue=2.329	 2.329	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/22ga010u_0.43921_443o030l_-0.43921.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/22ga010u_0.43921_443o030l_-0.43921.wav	 SQValue=2.187	 2.187	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/22ga010u_0.43921_443o030l_-0.43921.wav	 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/mix/22ga010u_0.43921_443o030l_-0.43921.wav	 SQValue=2.329	 2.329	 0.000	 0	 8000	0.0000
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/444o030e_0.90493_443o0304_-0.90493.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s1/444o030e_0.90493_443o0304_-0.90493.wav	 SQValue=1.922	 1.922	 0.000	 0	 8000	20.4480
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s2/444o030e_0.90493_443o0304_-0.90493.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s1/444o030e_0.90493_443o0304_-0.90493.wav	 SQValue=1.849	 1.849	 0.000	 0	 8000	20.0600
 /esat/spchdisk/scratch/jzegers/wsjMix/data/2speakers/wav8k/min/tt/s1/444o030e_0.90493_443o0304_-0.90493.wav	 /esat/spchtemp/scratch/jzegers/Nabu-SS2.0/Default14_DC_2and3spk_optpertask_outperscen_halvetrainset/test/reconstructions/task_2spk/s2/444o030e_0.90493_443o0304_-0.90493.wav	 SQValue=1.416	 1.416	 0.000	 0	 8000	10.6280
